2015|MT101|4|5|59F|19|M|Y|N||B|1|21||seqb_f59a_2_f59f_partyidentifier_account|A||1|1|1|1|2|35
2015|MT101|4|5|59|19|M|Y|N||B|1|21||seqb_f59a_f59_nameandaddress_line|||2|2|5|1|1|35
2015|MT101|4|5|59A|19|M|N|N||B|1|21||seqb_f59a_f59a_identifiercode|||2|2|2|1|1|11
2015|MT101|4|5|59F|19|M|Y|N||B|1|21||seqb_f59a_2_f59f_partyidentifier_code|||2|1|1|2|1|4
2015|MT101|4|5|59F|19|M|Y|N||B|1|21||seqb_f59a_2_f59f_partyidentifier_countrycode|||3|1|1|3|6|7
2015|MT101|4|5|59F|19|M|Y|N||B|1|21||seqb_f59a_2_f59f_partyidentifier_identifier|||4|1|1|4|9|35
2015|MT101|4|5|59F|19|M|Y|N||B|1|21||seqb_f59a_2_f59f_nameandaddress_line2to5_number|||5|2|5|1|1|1
2015|MT101|4|5|59F|19|M|Y|N||B|1|21||seqb_f59a_2_f59f_nameandaddress_line2to5_details|||6|2|5|2|3|35
2015|MT101|4|5|70|20|O|Y|N||B|1|21||seqb_f70a_f70_narrative_line|||1|1|4|1|1|35
2015|MT101|4|5|77B|21|O|Y|N||B|1|21||seqb_f77a_f77b_narrative_line|||1|1|4|1|1|35
2015|MT101|4|5|33B|22|O|N|Y||B|1|21||seqb_f33a_f33b_currency|||1|1|1|1|1|3
2015|MT101|4|5|33B|22|O|N|Y||B|1|21||seqb_f33a_f33b_amount|||2|1|1|1|4|15
2015|MT101|4|5|71A|23|M|N|N||B|1|21||seqb_f71a_f71a|||1|1|1|1|1|3
2015|MT101|4|5|25|24|O|N|Y||B|1|21||seqb_f25a_f25a|||1|1|1|1|1|35
2015|MT101|4|5|36|25|O|N|N||B|1|21||seqb_f36a_f36|||2|1|1|1|1|12
